"ID","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","subscribed"
10132,28,"self-employed","single","tertiary","no",3290,"no","no","cellular",5,"jun",201,2,-1,0,"unknown","yes"
10133,41,"management","married","secondary","no",0,"no","no","cellular",21,"aug",280,11,-1,0,"unknown","no"
10134,33,"services","married","tertiary","no",1349,"yes","no","unknown",21,"may",120,1,-1,0,"unknown","no"
10135,33,"technician","married","secondary","no",272,"yes","no","cellular",18,"jul",166,2,-1,0,"unknown","no"
10136,33,"admin.","married","secondary","no",372,"yes","no","unknown",16,"jun",106,10,-1,0,"unknown","no"
10137,50,"blue-collar","divorced","secondary","no",881,"yes","yes","cellular",20,"apr",162,1,-1,0,"unknown","no"
10138,31,"management","married","tertiary","no",460,"yes","no","unknown",22,"jan",23,1,-1,0,"unknown","no"
10139,47,"housemaid","married","secondary","no",1152,"no","no","telephone",7,"jul",260,13,-1,0,"unknown","no"
10140,60,"retired","married","tertiary","no",1766,"no","no","cellular",5,"aug",344,1,-1,0,"unknown","no"
10141,18,"student","single","unknown","no",108,"no","no","cellular",10,"aug",167,1,-1,0,"unknown","yes"
10142,53,"self-employed","married","secondary","no",-488,"yes","no","cellular",6,"may",207,1,342,1,"failure","no"
10143,36,"blue-collar","married","primary","no",1580,"yes","no","cellular",14,"jul",615,3,-1,0,"unknown","no"
10144,55,"unknown","married","secondary","no",1785,"no","no","cellular",11,"aug",339,3,-1,0,"unknown","no"
10145,24,"services","single","secondary","yes",-1414,"yes","yes","cellular",18,"may",171,2,-1,0,"unknown","no"
10146,37,"management","divorced","secondary","no",414,"no","no","cellular",29,"jan",293,2,162,4,"failure","no"
10147,26,"management","single","tertiary","no",194,"no","no","cellular",22,"apr",407,2,-1,0,"unknown","yes"
10148,38,"admin.","single","secondary","no",393,"no","no","unknown",6,"may",184,2,-1,0,"unknown","no"
10149,35,"admin.","married","secondary","yes",76,"no","yes","unknown",17,"jun",107,1,-1,0,"unknown","no"
10150,27,"admin.","single","secondary","yes",1110,"yes","yes","cellular",31,"jul",25,36,-1,0,"unknown","no"
10151,26,"blue-collar","single","secondary","no",339,"yes","no","unknown",26,"may",165,5,-1,0,"unknown","no"
10152,57,"retired","married","tertiary","no",42,"no","no","cellular",29,"aug",68,4,-1,0,"unknown","no"
10153,30,"blue-collar","single","secondary","no",148,"no","no","cellular",2,"apr",206,1,-1,0,"unknown","no"
10154,44,"self-employed","married","unknown","no",163,"yes","no","cellular",12,"aug",44,1,100,3,"success","no"
10155,46,"technician","married","secondary","no",700,"yes","yes","cellular",2,"feb",299,1,-1,0,"unknown","no"
10156,34,"services","married","secondary","no",24,"yes","no","unknown",28,"may",124,1,-1,0,"unknown","no"
10157,35,"technician","married","secondary","no",0,"no","no","cellular",14,"jul",125,2,-1,0,"unknown","no"
10158,45,"technician","married","secondary","no",86,"yes","no","unknown",5,"may",270,1,-1,0,"unknown","no"
10159,49,"technician","divorced","secondary","no",7,"yes","yes","cellular",17,"nov",50,1,-1,0,"unknown","no"
10160,35,"blue-collar","single","secondary","no",2227,"yes","no","cellular",7,"may",219,1,-1,0,"unknown","no"
10161,27,"blue-collar","single","primary","no",553,"yes","no","unknown",20,"jun",157,3,-1,0,"unknown","no"
10162,26,"services","single","secondary","no",-90,"no","yes","cellular",8,"jul",240,1,-1,0,"unknown","no"
10163,46,"management","married","tertiary","no",523,"yes","no","cellular",6,"may",105,4,366,2,"failure","no"
10164,41,"management","married","tertiary","no",8902,"yes","no","cellular",20,"apr",16,3,249,5,"failure","no"
10165,34,"admin.","married","secondary","no",96,"no","no","cellular",29,"aug",109,2,-1,0,"unknown","no"
10166,43,"unemployed","married","tertiary","no",0,"no","no","cellular",16,"jul",745,1,281,1,"failure","yes"
10167,55,"management","married","tertiary","no",979,"no","yes","cellular",8,"jul",123,1,-1,0,"unknown","no"
10168,41,"services","married","secondary","no",3992,"yes","no","telephone",20,"nov",281,2,-1,0,"unknown","no"
10169,48,"management","married","secondary","no",438,"no","no","cellular",4,"feb",42,5,-1,0,"unknown","no"
10170,46,"housemaid","divorced","primary","no",2084,"yes","no","cellular",18,"jul",1081,2,-1,0,"unknown","yes"
10171,32,"technician","single","tertiary","no",654,"yes","no","cellular",25,"may",615,4,-1,0,"unknown","yes"
10172,47,"technician","married","secondary","no",487,"no","no","cellular",28,"jan",218,2,177,1,"failure","no"
10173,59,"retired","divorced","secondary","no",319,"no","no","cellular",24,"jul",129,1,-1,0,"unknown","no"
10174,31,"unemployed","single","secondary","no",0,"no","no","cellular",20,"nov",324,5,-1,0,"unknown","no"
10175,21,"blue-collar","single","primary","no",-42,"no","no","unknown",10,"oct",5,1,-1,0,"unknown","no"
10176,83,"retired","married","tertiary","no",6236,"no","no","cellular",2,"feb",283,2,-1,0,"unknown","no"
10177,59,"retired","married","secondary","no",1121,"yes","no","cellular",15,"jul",249,2,-1,0,"unknown","no"
10178,48,"entrepreneur","divorced","secondary","no",2,"yes","yes","cellular",6,"may",593,2,281,4,"failure","no"
10179,29,"housemaid","single","tertiary","no",2196,"no","no","cellular",5,"aug",215,1,-1,0,"unknown","yes"
10180,39,"admin.","married","secondary","no",7711,"yes","no","cellular",8,"jul",289,1,-1,0,"unknown","no"
10181,36,"admin.","single","primary","no",91,"yes","no","unknown",7,"may",371,2,-1,0,"unknown","no"
10182,31,"blue-collar","married","secondary","no",1908,"no","no","cellular",12,"may",225,1,-1,0,"unknown","no"
10183,46,"entrepreneur","married","primary","no",5130,"yes","yes","cellular",11,"may",181,1,-1,0,"unknown","no"
10184,43,"blue-collar","married","primary","no",98,"yes","no","unknown",6,"may",235,1,-1,0,"unknown","no"
10185,24,"blue-collar","married","secondary","no",204,"yes","yes","cellular",17,"apr",229,3,-1,0,"unknown","no"
10186,51,"blue-collar","married","secondary","no",502,"no","no","unknown",6,"jun",93,2,-1,0,"unknown","no"
10187,32,"housemaid","divorced","secondary","no",-613,"yes","no","cellular",15,"apr",266,2,-1,0,"unknown","no"
10188,39,"services","single","secondary","no",2453,"no","no","unknown",19,"jun",92,2,-1,0,"unknown","no"
10189,50,"management","married","tertiary","no",398,"no","no","telephone",30,"jul",1567,5,-1,0,"unknown","no"
10190,30,"blue-collar","divorced","primary","no",1,"yes","no","unknown",6,"jun",63,9,-1,0,"unknown","no"
10191,39,"self-employed","married","tertiary","no",1047,"no","no","unknown",6,"jun",554,1,-1,0,"unknown","yes"
10192,35,"management","married","secondary","no",0,"no","yes","unknown",4,"jul",121,1,-1,0,"unknown","no"
10193,46,"technician","married","secondary","no",399,"yes","no","unknown",9,"jun",699,2,-1,0,"unknown","no"
10194,62,"retired","married","secondary","no",298,"no","no","cellular",17,"nov",709,2,-1,0,"unknown","yes"
10195,45,"technician","married","secondary","no",0,"no","no","cellular",8,"may",166,1,340,1,"failure","no"
10196,37,"self-employed","divorced","secondary","no",231,"no","no","unknown",6,"jun",250,1,-1,0,"unknown","no"
10197,34,"management","married","tertiary","no",577,"yes","no","cellular",18,"nov",80,1,-1,0,"unknown","no"
10198,30,"admin.","single","secondary","no",270,"no","no","cellular",30,"apr",437,1,80,1,"success","yes"
10199,40,"technician","married","secondary","no",56,"yes","yes","cellular",29,"jan",194,1,247,1,"failure","no"
10200,42,"blue-collar","married","primary","no",142,"yes","no","cellular",14,"may",11,5,-1,0,"unknown","no"
10201,59,"management","divorced","tertiary","no",14,"no","yes","cellular",28,"jul",114,2,-1,0,"unknown","no"
10202,30,"blue-collar","married","primary","no",0,"yes","no","cellular",15,"may",432,1,-1,0,"unknown","no"
10203,49,"management","married","tertiary","no",3063,"yes","no","cellular",18,"may",68,2,-1,0,"unknown","no"
10204,40,"unemployed","married","secondary","no",1289,"no","no","cellular",26,"may",260,2,-1,0,"unknown","no"
10205,37,"entrepreneur","married","tertiary","no",2089,"yes","no","cellular",22,"jul",40,1,-1,0,"unknown","no"
10206,20,"student","single","secondary","no",215,"no","no","cellular",24,"nov",325,1,95,5,"success","yes"
10207,27,"admin.","married","secondary","no",3160,"yes","no","cellular",5,"may",209,5,343,1,"failure","no"
10208,36,"management","married","tertiary","no",6404,"yes","yes","telephone",9,"jul",304,1,-1,0,"unknown","no"
10209,43,"admin.","married","secondary","no",1159,"yes","no","cellular",14,"apr",114,2,-1,0,"unknown","no"
10210,42,"unemployed","divorced","secondary","no",193,"yes","no","unknown",26,"may",262,1,-1,0,"unknown","no"
10211,45,"management","married","tertiary","no",160,"no","no","cellular",10,"nov",182,2,194,1,"success","yes"
10212,32,"management","married","secondary","no",0,"no","no","cellular",20,"aug",162,4,-1,0,"unknown","no"
10213,37,"management","single","tertiary","no",600,"yes","no","unknown",5,"may",152,1,-1,0,"unknown","no"
10214,34,"student","married","unknown","no",1387,"no","no","cellular",30,"apr",121,1,-1,0,"unknown","no"
10215,41,"technician","single","tertiary","no",1413,"no","no","telephone",26,"aug",81,5,-1,0,"unknown","no"
10216,31,"technician","married","tertiary","no",313,"yes","no","cellular",27,"aug",114,2,-1,0,"unknown","no"
10217,37,"services","married","secondary","no",741,"yes","no","unknown",2,"jun",88,2,-1,0,"unknown","no"
10218,50,"housemaid","divorced","primary","no",34,"yes","no","cellular",22,"jul",160,2,-1,0,"unknown","no"
10219,33,"services","single","tertiary","no",395,"yes","no","cellular",23,"jul",1359,6,-1,0,"unknown","yes"
10220,36,"management","single","tertiary","no",624,"yes","no","unknown",6,"jun",141,3,-1,0,"unknown","no"
10221,52,"admin.","divorced","secondary","no",1256,"yes","no","cellular",1,"apr",498,3,-1,0,"unknown","no"
10222,31,"blue-collar","married","primary","no",392,"yes","no","cellular",14,"may",465,2,360,1,"failure","no"
10223,41,"blue-collar","married","secondary","no",790,"yes","no","cellular",6,"apr",173,1,-1,0,"unknown","no"
10224,34,"admin.","single","secondary","no",4447,"yes","no","cellular",2,"jun",159,1,84,2,"failure","no"
10225,43,"retired","married","primary","no",400,"yes","no","telephone",28,"jul",282,3,-1,0,"unknown","no"
10226,32,"management","single","tertiary","no",3050,"yes","no","cellular",21,"nov",58,1,182,1,"failure","no"
10227,24,"management","single","tertiary","no",1,"no","no","cellular",14,"may",396,5,-1,0,"unknown","yes"
10228,32,"management","single","tertiary","no",14,"no","yes","cellular",21,"jul",53,1,-1,0,"unknown","no"
10229,29,"services","single","secondary","no",536,"yes","no","telephone",2,"feb",30,5,-1,0,"unknown","no"
10230,38,"management","married","tertiary","no",-585,"yes","no","unknown",1,"jul",196,4,-1,0,"unknown","no"
10231,34,"housemaid","married","secondary","no",-97,"yes","yes","cellular",8,"jul",119,2,-1,0,"unknown","no"
10232,30,"self-employed","single","tertiary","no",916,"no","no","cellular",29,"dec",449,2,-1,0,"unknown","yes"
10233,48,"blue-collar","single","secondary","no",8982,"yes","no","unknown",14,"may",628,1,-1,0,"unknown","no"
10234,28,"blue-collar","single","secondary","no",-46,"yes","no","cellular",1,"sep",199,1,92,14,"success","yes"
10235,37,"blue-collar","married","secondary","no",-129,"yes","no","cellular",20,"apr",123,4,328,1,"other","no"
10236,39,"management","single","tertiary","no",220,"yes","no","unknown",8,"may",87,2,-1,0,"unknown","no"
10237,26,"management","single","tertiary","no",200,"no","no","cellular",1,"sep",91,2,-1,0,"unknown","no"
10238,52,"technician","married","secondary","no",1064,"no","no","cellular",14,"aug",106,2,-1,0,"unknown","no"
10239,28,"blue-collar","married","primary","no",3267,"yes","yes","telephone",18,"may",40,1,-1,0,"unknown","no"
10240,57,"admin.","married","primary","no",215,"yes","yes","cellular",17,"jul",210,2,-1,0,"unknown","no"
10241,46,"retired","married","primary","no",1374,"no","yes","unknown",14,"may",22,3,-1,0,"unknown","no"
10242,55,"management","married","tertiary","no",2537,"no","no","cellular",19,"aug",97,5,-1,0,"unknown","no"
10243,42,"unemployed","married","unknown","no",970,"yes","no","telephone",17,"nov",725,1,119,10,"success","no"
10244,28,"self-employed","married","tertiary","no",0,"yes","no","cellular",4,"feb",546,3,196,4,"failure","yes"
10245,48,"services","divorced","secondary","no",142,"yes","no","cellular",18,"may",11,10,-1,0,"unknown","no"
10246,50,"admin.","married","secondary","no",231,"yes","no","cellular",21,"nov",397,2,-1,0,"unknown","no"
10247,57,"services","married","secondary","no",1166,"no","no","unknown",9,"jun",106,1,-1,0,"unknown","no"
10248,51,"technician","married","secondary","no",52,"no","no","cellular",13,"aug",114,2,-1,0,"unknown","no"
10249,33,"services","single","secondary","no",1646,"yes","no","telephone",7,"may",317,2,-1,0,"unknown","no"
10250,60,"management","married","secondary","no",725,"yes","no","cellular",8,"jul",266,1,-1,0,"unknown","no"
10251,31,"management","single","secondary","no",0,"no","no","cellular",18,"aug",87,7,-1,0,"unknown","no"
10252,28,"management","single","tertiary","no",0,"yes","no","unknown",30,"may",224,4,-1,0,"unknown","no"
10253,60,"retired","married","secondary","no",-222,"no","no","cellular",17,"jul",82,2,-1,0,"unknown","no"
10254,46,"blue-collar","married","secondary","no",15,"yes","yes","cellular",20,"aug",76,3,-1,0,"unknown","no"
10255,35,"technician","single","tertiary","no",756,"yes","no","unknown",16,"jun",14,14,-1,0,"unknown","no"
10256,39,"management","single","tertiary","no",-85,"yes","no","unknown",8,"may",423,2,-1,0,"unknown","no"
10257,30,"technician","single","secondary","no",317,"yes","no","unknown",12,"may",246,6,-1,0,"unknown","no"
10258,37,"unemployed","single","secondary","no",443,"no","no","cellular",29,"jan",1600,1,-1,0,"unknown","yes"
10259,53,"technician","married","secondary","no",1776,"no","no","unknown",18,"jun",443,7,-1,0,"unknown","no"
10260,52,"management","married","tertiary","no",499,"no","no","cellular",6,"aug",115,4,-1,0,"unknown","no"
10261,58,"technician","married","secondary","no",201,"no","no","cellular",10,"jul",82,5,-1,0,"unknown","no"
10262,33,"technician","single","secondary","no",10,"yes","no","cellular",6,"feb",71,2,274,1,"failure","no"
10263,38,"technician","married","tertiary","no",206,"no","no","cellular",8,"apr",350,2,-1,0,"unknown","yes"
10264,37,"management","married","tertiary","no",108,"yes","yes","cellular",4,"jun",262,2,-1,0,"unknown","yes"
10265,56,"management","married","tertiary","no",6475,"no","no","cellular",25,"jul",200,3,-1,0,"unknown","no"
10266,48,"blue-collar","married","secondary","no",729,"yes","no","telephone",15,"jul",277,1,-1,0,"unknown","no"
10267,31,"services","single","secondary","no",1192,"yes","no","cellular",7,"may",156,2,349,2,"other","no"
10268,58,"blue-collar","married","secondary","no",381,"no","no","cellular",11,"nov",79,4,-1,0,"unknown","no"
10269,46,"admin.","divorced","primary","no",505,"no","yes","cellular",18,"jul",119,4,-1,0,"unknown","no"
10270,32,"technician","single","tertiary","no",1094,"yes","no","cellular",11,"may",207,7,-1,0,"unknown","no"
10271,37,"admin.","single","secondary","no",140,"yes","no","unknown",6,"may",310,1,-1,0,"unknown","no"
10272,43,"management","married","primary","no",8167,"yes","no","telephone",19,"nov",202,2,184,2,"failure","no"
10273,33,"technician","married","tertiary","no",599,"yes","no","cellular",29,"aug",461,2,-1,0,"unknown","no"
10274,25,"admin.","single","secondary","no",53,"yes","no","cellular",12,"may",213,6,-1,0,"unknown","no"
10275,60,"self-employed","married","secondary","no",18,"yes","yes","cellular",12,"may",399,4,343,1,"other","no"
10276,58,"management","married","tertiary","no",2183,"yes","no","cellular",22,"jul",209,1,-1,0,"unknown","no"
10277,31,"blue-collar","single","secondary","no",3,"yes","no","unknown",5,"may",200,2,-1,0,"unknown","no"
10278,47,"management","single","tertiary","no",0,"no","no","unknown",11,"jun",58,3,-1,0,"unknown","no"
10279,51,"admin.","divorced","secondary","no",2717,"no","no","unknown",9,"jun",559,2,-1,0,"unknown","no"
10280,40,"management","married","tertiary","no",315,"no","no","cellular",19,"nov",321,1,-1,0,"unknown","no"
10281,30,"management","single","secondary","no",3259,"yes","no","cellular",23,"jul",495,1,-1,0,"unknown","no"
10282,43,"services","married","secondary","no",0,"no","no","cellular",4,"feb",235,2,-1,0,"unknown","no"
10283,57,"technician","married","secondary","no",950,"yes","no","cellular",9,"jul",1272,1,-1,0,"unknown","no"
10284,50,"services","married","secondary","no",107,"yes","no","unknown",9,"may",71,4,-1,0,"unknown","no"
10285,53,"services","married","primary","no",931,"no","no","unknown",27,"jun",159,2,-1,0,"unknown","no"
